sample_id	url	host	text_preview	predicted_domain	gold_domain	reviewer_note
s0165	http://gio-wine-area-hotel-perugia.booked.kr/	gio-wine-area-hotel-perugia.booked.kr	4성급의 럭셔리 Gio Wine Area은 Giardino Frontone, Teatro Lyrick Assisi, Palazzo e fontana del Bargello에 인접하고 있는 역사적인 지역에 위치하고 있습니다. Pozzo Etrusco (Etruscan Well), Arco d'Agusto and Sant'A	ko_en_mixed		
s0166	https://support.mozilla.org/ko/kb/%ED%8C%8C%EC%9D%B4%EC%96%B4%ED%8F%AD%EC%8A%A4%20%EA%B0%9C%EC%9D%B8%ED%99%94%20%EA%B0%9C%EC%9A%94%20%EC%82%AC%EC%9A%A9%EC%9E%90%20%EC%A0%95%EC%9D%98%20%EC%98%B5%EC%85%	support.mozilla.org	파이어폭스 개인화 개요 사용자 정의 옵션 이 문서의 데이타가 존재하지 않을 수 있습니다. Firefox 는 커스터마이징을 염두에 두고 만들어졌습니다. 저희는 여러분이 원하는대로 Firefox 를 만드는 방법에 대해서 보여드릴 것 입니다. - 기능 추가, 작동 방식 변경, 모바일 기기와 동기화. 문서 목차 부가 기능을 통한	technical		
s0167	http://www.insvalley.com/cucenter/open/boardDetail.jsp?market_position=viral&board_type=Q07&detail_board_no=3866&detail_repl_no=1&ac=FIV_B_PS_COM16Z	www.insvalley.com	안녕하세요? 30대 사무직 직장인 부부이며, 의료실비보험에 암보험 상품설계를 문의드립니다. 남편 : 79년 7월생, 사무직, 운전, 최근 3년간 입원/수술 사항 없음 아내 : 82년 2월생, 사무직, 운전, 최근 3년간 입원/수술 사항 없음 현재 자녀 없음. 상품설계시 요구사항은, 각자 생명보험상품 및 연금은 충분히 가입	web_general		
s0168	https://support.microsoft.com/ko-kr/kb/982954	support.microsoft.com	이 문서는 Microsoft 기계 번역 소프트웨어를 이용하여 번역되었으며 Microsoft Community에 의한 Community Translation Framework(CTF) 기술 혹은 사람이 번역한 내용에 의하여 사후 편집될 수 있습니다. Microsoft는 Knowledge Base에 있는 모든 문서에 다양한 	technical		
s0169	http://www.voakorea.com/a/1572665.html	www.voakorea.com	박근혜 후보가 한국의 18대 대통령으로 당선되면서 한국의 향후 대북정책과 대미관계가 어떤 방향으로 나갈지 주목되고 있습니다. 저희 VOA는 미 국무부에서 한반도 정책을 다루던 전직 관리들과의 인터뷰를 통해 이 문제를 짚어보는 시간 마련했습니다. 오늘은 두번째 순서로 데이비드 스트로브 전 국무부 한국과장의 분석과 전망 들어	news		
s0170	http://village-bazzanega-lake-garda.booked.kr/	village-bazzanega-lake-garda.booked.kr	24시간 리셉션 익스프레스 체크인/체크아웃 야외 수영장 식당 수영장 주변 스낵 바 어린이 수영장 애완동물 출입금지 3성급의 저렴한 Village Bazzanega 호텔은 Lake Garda의 훌륭한 호텔입니다. 객실 수: 100. 일반 정보 장점 단점 부터 $90 Via Alessandro Volta, 69, Tremos	ko_en_mixed		
s0171	http://www.goal.com/kr/news/162/transfer-news/2013/01/28/3706227/%EB%A6%AC%EB%B2%84%ED%92%80-%EC%BF%A0%ED%8B%B0%EB%89%B4-%EC%98%81%EC%9E%85-%EB%A7%88%EB%AC%B4%EB%A6%AC-%EB%8B%A8%EA%B3%84?source=breaki	www.goal.com	[골닷컴] 최용석 에디터 = 리버풀이 인테르의 공격형 미드필더 필리페 쿠티뉴(20) 영입 마무리 단계에 접어들었다는 소식이다. 리버풀 지역 일간지 ‘리버풀 에코’는 브렌던 로저스 리버풀 감독이 브라질 출신의 테크니션 쿠티뉴를 영입하기 위해 인테르에 여러 차례 영입 제의를 했고, 마침내 영입을 마무리했다고 밝혔다. 리버풀은	web_general		
s0172	http://www.voakorea.com/a/3334084.html	www.voakorea.com	한국의 이모저모를 알아보는 ‘서울통신’, VOA 도성민 기자 연결돼 있습니다. 진행자) 한국의 소설가가 세계적인 문학상을 탔다는 소식이 화제네요. 노벨문학상에 버금가는 상이라고 하는데, 지금 한국문학계가 경사를 맞은 분위기라고 하는데, 오늘은 이 소식부터 시작해보지요. 화제의 주인공이 누구입니까? 기자) 올해 46살의 여	news		
s0173	http://www.reportshop.co.kr/dview/185785	www.reportshop.co.kr	[행정학, 환경행정, 환경빅딜] 구로구-광명시간 환경빅딜의 성공요인 검증 《 목 차 》 Ⅰ. 서론 1. 환경분쟁과 환경빅딜의 개념 1) 지방자치단체간 환경분쟁의 개념과 원인 (1) 환경갈등의 개념 (2) 환경갈등의 원인 2) 환경빅딜의 개념 2. 연구의 목적 3. 연구방법 4. 선행연구 검토 Ⅱ. 본론 1. 연구의 분석틀	web_general		
s0174	https://www.kayak.co.kr/리우데자네이루-호텔-Pestana-Rio-Barra-Hotel.2606884.ksp	www.kayak.co.kr	숙박 시설 위치 리우데자네이루에 위치하며 해변의 편의성을 갖춘 페스타나 리오 라라 호텔에 머무실 경우 바라 쇼핑센터 및 바라 쇼핑몰에 쉽게 가실 수 있습니다. 이 4성급 호텔 가까이에는 보스키 다 바라 공원 및 리우데자네이루 시티뱅크 홀도 있습니다. 객실 에어컨이 설치된 311개의 객실에는 미니바 및 LCD TV도 갖추어	web_general		
s0175	http://www.voakorea.com/a/a-35-2009-12-08-voa25-91358459/1320509.html	www.voakorea.com	안녕하세요? 화제가 되는 뉴스를 중심으로 역사를 더듬어가는 ‘호기심으로 배우는 역사’ 시간의 부지영입니다. 요즘 전 세계가 흡혈귀에 빠져 있습니다. 지난 달에 개봉한 영화 ‘뉴문 (New Moon)’ 때문인데요. ‘새로운 달’이란 뜻의 ‘뉴문’은 원래 소설이죠. ‘트와일라이트 (Twilight)’ 즉 ‘여명’이란 네 권짜	news		
s0176	https://www.evitamins.com/kr/childrens-cal-mag-d-pioneer-36823	www.evitamins.com	UPC: 032811643985 총 무게: 1.31 lbs (0.59 kg) 상품종류: 120 Chews For a kid-friendly supplement that builds strong bones and tastes great, try Pioneer's Children's Cal Mag and D. The nutr	ko_en_mixed		
s0177	http://goboksu.kr/bbs/board.php?bo_table=bodNoti&wr_id=4	goboksu.kr	페이지 정보 본문 제29회 울산고복수가요제 서울, 호남지역 1차예심을 오늘 28일 일요일에 개최하여 합격한 명단입니다. 합격하신 분은 잠시후 17시에 신분증을 지참하여 예심한 장소 울산 북구문화예술회관으로 참석하여 접수대에서 접수하시면 됩니다. 참가번호 339번 조연주 참가번호 342번 김재준 참가번호 358번 강민수 참	web_general		
s0178	http://www.channelnews.kr/news/articleList.html?sc_sub_section_code=S2N80&view_type=sm	www.channelnews.kr	UPDATE : 2020.7.13 월 17:47 처음으로 로그인 회원가입 지면보기 트위터 페이스북 RSS 기사검색 안전 생활안전 식품안전 산업안전 소방안전 교통안전 안전서포터즈 복지 청소년복지 노인복지 복지관소식 다문화복지 장애인복지 취약계층 우리 이웃 뉴스 사회 경제 정치 교육 환경 과학 국제 하이테크 기업탐방 신제품 	news		
s0179	http://30zerozero.com/garmin-s60	30zerozero.com	또한 밀리터리 스타일 시계 화면은 날짜, 요일, 걸음 수, 고도계, 배터리 잔량을 표시하는 아날로그 및 디지털 디스플레이가 특징입니다. 시계 화면은 Garmin Connect Mobile 또는 Garmin Express를 통해 설정할 수 있습니다. 가전제품, 스마트 액세사리, 시계, 컴퓨터 및 사무용품에서 합리적인 가격의	ko_en_mixed		
s0180	http://www.the-pr.co.kr/news/articleView.html?idxno=44266	www.the-pr.co.kr	구독자의 요구 즉각 반영하는 양방향 소통 언론 역할 “네이버 검색 상위권 직접 해보겠습니다.” “코로나 바이러스 관련 시청자 제보소식 전합니다.” “전문가를 통해 현 정부 문제점을 진단해봅니다.” [더피알=안해준 기자] 요즘 유튜브에서 흔히 볼 수 있는 콘텐츠 제목이다. 인플루언서는 물론 모든 크리에이터의 영상에서 볼 수	web_general		
s0181	https://hub.zum.com/nocutnews/62365	hub.zum.com	전세대란? 갭투자 매물 나와 안정 기대 풍선효과? 접경지역이라 가능성 낮아 3기 신도시 등으로 물량공급할 계획 종부세율 인상은 정부 대책, 개정논의 - 방송 : CBS 라디오 FM 98.1 (07:20~09:00) - 진행 : 김현정 앵커 - 대담 : 김흥진 (국토부 주택토지실장) 이 정부 들어서 21번째 부동산 대책이 	news		
s0182	http://ihsnews.com/36386	ihsnews.com	화성시가 경기도 주관 ‘개발제한구역 관리실태 평가’에서 ‘대상’을 수상했다. 지난 2018년부터 2년 연속 최우수기관으로 선정된 시는 올해는 최고등급인 ‘대상’의 영예를 안으며, 도지사 표창과 함께 시상금 2,000만 원을 획득했다. 그간 화성시는 개발제한 구역의 보전 및 관리를 위한 정책 도출을 위해 시장·군수 협의회를	news		
s0183	https://www.tennisonthehill.org/promos/holabirdsports/	www.tennisonthehill.org	Holabirdsports 판매 & 쿠폰 팔월 2020 여기에서 Holabirdsports 쿠폰, 판매 및 프로모션 코드을 찾을 수 있습니다! Holabirdsports 쿠폰을 (를) 사용하면 주문 전체에 대해 60% 할인이 제공됩니다. 서둘러! ▼ - 모든 - 쿠폰 코드 - 혜택 FAQ for Holabirdsports	web_general		
s0184	http://www.sisaweek.com/news/curationView.html?idxno=114247	www.sisaweek.com	[시사위크=김민성 기자] 일부 전문가들은 인도네시아에서 발생한 지진 관련, ‘지반 액상화 현상’으로 인해 피해 규모가 커졌다는 분석을 내놓고 있다. ‘지반 액상화’는 말 그대로 딱딱한 땅이 질퍽한 진흙이나 늪처럼 액상화되는 것을 의미한다. 지진의 충격이 가해지면 그 진동으로 인해 모래와 자갈들이 밑으로 가라앉고, 그 사이	web_general		
s0185	https://edu.beautifulfund.org/tag/%EC%9E%90%EB%A3%8C%EC%9C%A0%ED%98%95_%EC%95%84%ED%8B%B0%ED%81%B4/	edu.beautifulfund.org	나눔이란 무엇일까? 나눔을 왜 해야 할까? 나눔에 대한 생각이 무척 다양합니다. 청소년들은 나눔에 관해 어떻게 생각할까요? 대안학교 더불어배움터길 학생들이 어린이 교양 잡지 <고래가그랬어>의 고래토론에서 나눔에 대한 생각을 나눠봤습니다. 2016-12-16 나눔교육의 좋은 커리큘럼이란 무엇일까요? 나눔교육 커리큘럼을 만들	web_general		
s0186	http://www.newslock.co.kr/news/articleView.html?idxno=29540	www.newslock.co.kr	[뉴스락] BGF리테일은 폭염 복지사각지대 해소를 위해 대응 물품을 이달 초 전국 53개 시·군·구 취약계층 2천여 가구에 전달했다고 15일 밝혔다. 자발적으로 캠페인에 참여한 BGF리테일은 전국 5천여 CU 점포를 '폭염쉼터'로 지정하고 무더위에 지친 사람들이 24시간 언제든 점포에 방문해 편히 쉴 수 있도록 개방할 예	news		
s0187	http://socialmediaperception.com/%E2%97%87-%EC%95%88%EA%B2%BD%EC%97%85%EA%B3%84-%EB%B6%84%ED%99%94%EC%99%80-%EC%88%98%EC%B6%9C%EC%8B%9C%EC%9E%A5-%EA%B0%9C	socialmediaperception.com	◇ 안경업계 분화와 수출시장 개척 안경산업은 1960년대 후반 사업 확장과 분화를 시작한다. 국제셀룰로이드공업사에 10여년간 몸담은 김지환은 1972년 김익수와 함께 삼성공업사를 세웠다. 삼성공업사는 한때 대구에서 개인사업체로는 세금을 두 번째로 많이 낼 정도였다고 한다. 비슷한 시기에 한·일 합작회사인 한국공화안경주식회	web_general		
s0188	http://wspeech.co.kr/%EC%8B%9C%EC%B2%AD%EC%A0%90-%EC%86%A1%EC%A7%80%EC%9D%80%EA%B0%95%EC%82%AC%EC%9E%85%EB%8B%88%EB%8B%A4-%EC%98%A4%EB%9E%9C%EB%A7%8C%EC%97%90-%ED%9B%84%EA%B8%B0-%EB%82%A8%EA%B2%A8%EC%	wspeech.co.kr	시청점 송지은강사입니다~^^ 오랜만에 후기 남겨주셔서 감사합니다.^^ 진아님~ 안녕하세요? 송지은 강사예요. 그동안 안녕하셨죠? 추운 겨울에 뵈었으니, 못본지 진짜 오래되었네요. 회사는 잘 다니고 계신가요?^^ 그때 일찍 오셔서 이런저런 회사 얘기도 하고~ 많은 대화를 나누었던 좋은 기억이 있습니다. 대화반에서 열심히 배	web_general		
s0189	http://www.sayg.co.kr/healthinfo/read/standard.do?sn=265&ctg=001	www.sayg.co.kr	건강정보 - 등록일 : - 2017.07.04 김치에서 분리한 유산균이 위암의 원인 중 하나인 헬리코박터 파일로리균(이하 헬리코박터균) 감염을 억제한다는 연구 결과가 나왔다. 김옥진 원광대학교 생명환경학부 교수는 김치에서 분리한 '락토바실러스 파라카제이(Lactobacillus paracasei) HP7' 유산균의 시험관	web_general		
s0190	https://www.goodoc.io/alliance	www.goodoc.io	굿닥캐스트 콘텐츠 상품 굿닥캐스트에 카드/동영상 콘텐츠로 병원이 알리고자하는 정보를 홍보할 수 있는 상품입니다. 이런 병원에 추천합니다! - 우리 병원 원장님을 홍보하고 싶은 병원 - 우리 병원 수술/시술 정보의 특장점을 알리고 싶은 병원 - 병원 내 상영할 신선한 영상이 필요한 병원 - 홈페이지/유튜브/영화관에 사용할 	web_general		
s0191	https://dcnewsj.joins.com/dcarticle/28452	dcnewsj.joins.com	<제목을 클릭하면 해당 기사로 이동됩니다.> Contents Ⅰ. 이슈 키워드 대여시전쟁 시대 "조갤 왜 해요?" 연예계 뒤흔든 조승우 팬 차별 논란 와갤 요리 공중파 진출? 맹모닝 열… 광풍 Ⅱ. 이달의 BEST Best of HIT Best of FUN top10 Ⅲ. 디시재판소 Ⅳ. 뉴비들을 위한 따뜻한 말 한마디 	news		
s0192	http://news.zum.com/articles/53899010?cm=popular	news.zum.com	<이미지를 클릭하시면 크게 보실 수 있습니다> [스포티비뉴스=유현태 기자] 긴 협상이 드디어 끝을 보인다. 맨체스터 유나이티드와 다비드 데 헤아가 재계약 협상에 합의할 것으로 보인다. 스포츠 전문 매체 'ESPN'은 22일(한국 시간) "데 헤아가 재계약으로 6년을 맨유에서 볼 수 있게 됐다"고 자체 소식통을 인용해 보도	news		
s0193	http://www.webdaily.co.kr/view.php?ud=2019112613124289967a517a52c2_7	www.webdaily.co.kr	26일 국토교통부·서울특별시는 한남3구역 재개발 사업에 대한 현장점검 결과 '도시 및 주거환경정비법' 등 현행법령 위반소지가 있는 20여건을 적발해 수사의뢰·시정조치 등을 하기로 결정했다고 밝혔다. 재건축·재개발 비리를 없애기 위한 지속적 노력에도 불구하고 최근 한남3구역 시공사 선정과정에서 불공정 과열양상이 보이자 지난	web_general		
s0194	https://kizmom.hankyung.com/news/view.html?aid=201203281440o	kizmom.hankyung.com	▲롯데시네마 평촌 GRAND OPEN 이벤트 오는 29일 롯데시네마 평촌의 오픈을 맞이하여 개관당일 이벤트를 진행한다. 롯데멤버스 회원 및 시사회 초대권 지참 고객들을 대상으로 오후 2시 이후 1회차의 모든 영화의 무료 시사회를 진행한다. 당일 가입한 고객도 참여가 가능하며 티켓은 상영 1시간 전부터 영화관 홀에서 선착순	news		
s0195	https://serieamania.com/g2/bbs/board.php?bo_table=freetalk&wr_id=7794693	serieamania.com	정말대단하신듯 알파벳부터 처음 배워서 한의대 입학 ㄷㄷㄷ 젊어서 공부하셨으면 한가락 하셨을듯... 간지 ㄷㄷ 진짠가 ㄷㄷ 저는 의심이 많아서 안 믿깁니다. 100% 지어낸 이야기 같진 않은데 MSG가 쳐진거 같아요. 저도... 알파벳 모르는데 수능영어 수업을 곧바로 듣는게 말이 안되죠. 알파벳도 모르는 상태라면 멘사급 아	web_general		
s0196	http://www.mhj21.com/122962	www.mhj21.com	[취재후] ‘녹십자’ 수면위로…숨겨진 피의 역사 2017년부터 의혹 제기했지만 녹십자와 태창 ‘답변회피’ 지속해 수년간 국민의 눈이 닿지 않는 곳에서 암암리에 지속돼온 녹십자엠에스와 태창산업의 담합이 뒤늦게 수면위로 떠오르면서 공정거래위원회가 76억9800만원의 과징금과 시정명령을 내렸다. 과징금과 시정명령이 나오기 전까	web_general		
s0197	http://sdminews.co.kr/ArticleView.asp?intNum=12329	sdminews.co.kr	[서대문인터넷뉴스] 서대문구의회(의장 윤유현)는 11월 1일(금) 가좌테니장에서 "2019 서대문구의회 의원 체육대회"를 열었다. 이는 의원 상호간의 친목과 단결을 도모하고 화합하는 의정 분위기 조성하고자 해마다 열리는 행사이다. 특히 구의원 뿐 아니라 구의회 사무국과 구청 직원들도 함께 모여 운동장에서 땀 흘려 뛰고 응	news		
s0198	http://news.tf.co.kr/read/entertain/1656568.htm	news.tf.co.kr	|'디오 나오는 작품 모두 봤죠.' 영화 '스물' 이병헌 감독이 차기작 웹드라마에 엑소 디오를 캐스팅한 소감을 밝혔다. /더팩트 DB| 이병헌 감독 "'카트' 이후 모든 작품 챙겨봐" [더팩트｜권혁기 기자] 영화 '스물'을 연출 이후 웹드라마를 연출하게된 이병헌(37) 감독이 엑소 디오(23, 본명 도경수)를 캐스팅한 소	news		
s0199	https://m.yna.co.kr/view/AKR20210915042051003?section=economy/index	m.yna.co.kr	오피스텔 난방 허용 기준 85㎡→120㎡…원룸형 도시형생활주택은 더 넓게 도심 주택공급 효과 있지만, 주거환경 저해 지적도 (서울=연합뉴스) 윤종석 기자 = 정부가 도심에 젊은 층이 선호하는 전월세 주택을 최대한 확보하기 위해 '중대형 주거용 오피스텔' 카드를 꺼내 들었다. 당장 아파트 외에 도심에 구할 수 있는 집이란 	news		
s0200	http://suhhyng.pe.kr/?p=19617	suhhyng.pe.kr	분쟁 어제 집주인의 대리인과 문자로 불필요한 실랑이를 한 끝에 내가 일단 임대차분쟁조정위원회에 조정 신청을 해야겠으니 공인중개사 등록번호와 상호명 위임장을 보여달라고 했다. 그랬더니 대리인이 자길 협박하는 거냐고 화를 내서 정말 황당했다. 말하는 모양새를 보니 내가 합정동 집 보증금을 빼야 딴 곳으로 이사갈 수 있는 줄 	web_general		
